Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;What function do we apply to the divided dot products to obtain weights on the values?;We apply a softmax function to the divided dot products to obtain weights on the values.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;How is the attention function computed in practice?;In practice, the attention function is computed on a set of queries simultaneously, packed together into a matrix \({Q}\).;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;How are the keys and values represented in the computation of the attention function?;The keys and values are packed together into matrices \({K}\) and \({V}\) respectively.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;What is the formula for computing the matrix of outputs in the attention function?;The matrix of outputs is computed using the formula: \(\operatorname{Attention}(Q, K, V) = \operatorname{softmax}\left(\frac{QK^{T}}{\sqrt{d_k}}\right) V\);Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;What are the two most commonly used attention functions?;The two most commonly used attention functions are additive attention and dot-product (multiplicative) attention.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;How does dot-product attention differ from the algorithm mentioned?;Dot-product attention is identical to the algorithm, except for the scaling factor of \({\frac{1}{\sqrt{d_{k}}}}\).;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;How does additive attention compute the compatibility function?;Additive attention computes the compatibility function using a feed-forward network with a single hidden layer.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;Is additive attention or dot-product attention without scaling better for larger values of \({d_{k}}\)?;Additive attention outperforms dot-product attention without scaling for larger values of \({d_{k}}\).;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;What are the potential issues with dot-product attention?;For large values of \({d_{k}}\), the dot products grow large in magnitude, pushing the softmax function into regions where it has extremely small gradients.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.1 Scaled Dot-Product Attention;How do we counteract the potential issues with dot-product attention?;To counteract this effect, we scale the dot products by \({d_{k}}.;Attention-Is-All-You-Need 3.2.1-Scaled-Dot-Product-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the purpose of Multi-Head Attention?;Instead of performing a single attention function, Multi-Head Attention linearly projects keys, values, and queries multiple times to attend to different representation subspaces at different positions.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How are the keys, values, and queries linearly projected in Multi-Head Attention?;They are linearly projected h times with different learned linear projections.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What are the resulting output values in Multi-Head Attention?;The attention function in Multi-Head Attention produces dv-dimensional output values.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What does Multi-Head Attention allow the model to do?;Multi-Head Attention allows the model to jointly attend to information from different representation subspaces at different positions.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How can the dot product be computed between two vectors q and k?;The dot product, q · k = \({ }_{i=1}^{d_{k}} q_{i} k_{i}\).;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the mean of the dot product?;The dot product has a mean of 0.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the variance of the dot product?;The dot product has a variance of dk.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;In the context of dot products, what assumption is made about the components of q and k?;The assumption is that the components of q and k are independent random variables with mean 0 and variance.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How is the MultiHead function represented mathematically?;The MultiHead function is represented as \(\operatorname{MultiHead}(Q, K, V)=\operatorname{Concat}(\text{head}_1, ..., \text{head}_h) W^O\).;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How is each head computed in the MultiHead function?;Each head is computed as \(\text{head}_i = \operatorname{Attention}(Q W_i^Q, K W_i^K, V W_i^V)\).;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What are the parameter matrices for the projections in the MultiHead function?;The parameter matrices for the projections are denoted as \(W_i^Q \in \mathbb{R}^{d_{\text {model }} \times d_{k}}, W_i^K \in \mathbb{R}^{d_{\text {model }} \times d_{k}}, W_i^V \in \mathbb{R}^{d_{\text {model }} \times d_{v}}\).;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How is the final projection matrix represented in the MultiHead function?;The final projection matrix is represented as \(W^O \in \mathbb{R}^{d_v \times d_{\text{model}}}\).;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;How many parallel attention layers, or heads, are employed in this work?;h = 8 parallel attention layers, or heads, are employed.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the value of dk used for each head in the multi-head attention?;Each head uses dk = 64.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the value of dv used for each head in the multi-head attention?;Each head uses dv = 64.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the value of dmodel divided by h in the multi-head attention?;dmodel/h = 64.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.2 Multi-Head Attention;What is the implication of reducing the dimension of each head in the multi-head attention?;Due to the reduced dimension of each head, the total computational cost is similar to that of single-head attention with full dimensionality.;Attention-Is-All-You-Need 3.2.2-Multi-Head-Attention
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What does the text discuss?;The applications of attention in the model.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What are the components involved in encoder-decoder attention layers?;Queries from the previous decoder layer and memory keys and values from the output of the encoder.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What does the involvement of these components allow each position in the decoder to do?;Attend to all positions in the input sequence.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What do these encoder-decoder attention layers mimic?;The typical encoder-decoder attention mechanisms in sequence-to-sequence models.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What does the encoder contain in addition to other components?;Self-attention layers.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;Where do the keys, values, and queries come from in the self-attention layers of the encoder?;The output of the previous layer in the encoder.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What is the extent of the attending capability of each position in the encoder?;Each position can attend to all positions in the previous layer of the encoder.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What is the function of the decoder self-attention layers?;To allow each position in the decoder to attend to all positions in the decoder up to and including that position.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;How are the decoder self-attention layers similar to the encoder self-attention layers?;They both allow attention from one position to all positions.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What does each position in the decoder attend to in the decoder self-attention layers?;All positions in the decoder up to and including that position.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What property needs to be preserved in the decoder?;The auto-regressive property.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;How is leftward information flow prevented?;By masking out values in the input of the softmax that correspond to illegal connections.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;In which component is the prevention of leftward information flow implemented?;Inside scaled dot-product attention.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What does the masking out of values in the input of the softmax accomplish?;It prevents leftward information flow.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.2.3 Applications of Attention in our Model;What are some specific details mentioned related to preventing leftward information flow?;The specific details are not specified in the text. Refer to the reference figure for more information.;Attention-Is-All-You-Need 3.2.3-Applications-of-Attention-in-our-Model
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What additional component do each layer in the encoder and decoder of the system contain?;Each layer contains a fully connected feed-forward network.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;How is the feed-forward network applied in each position?;The feed-forward network is applied to each position separately and identically.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What does the feed-forward network consist of?;The feed-forward network consists of two linear transformations with a ReLU activation in between.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;How can the feed-forward network be represented mathematically?;The feed-forward network can be represented by the equation: \(\operatorname{FFN}(x)=\max \left(0, x W_{1}+b_{1}\right) W_{2}+b_{2}\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What does the equation represent?;The equation represents the feed-forward network function \(\operatorname{FFN}(x)\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;How many linear transformations does the equation consist of?;The equation consists of two linear transformations. ;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What is the first linear transformation in the equation?;The first linear transformation is given by: \(x W_{1}+b_{1}\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What activation function is applied element-wise to the output of the first linear transformation?;The ReLU activation function \(\max(0, \cdot)\) is applied element-wise to the output of the first linear transformation.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What is the second linear transformation in the equation?;The second linear transformation is given by: output of ReLU activation function \(\times W_{2}+b_{2}\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;Do linear transformations across different positions use the same or different parameters?;Different parameters are used from layer to layer.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What does it mean when each layer in the encoder and decoder has its own set of parameters for the feed-forward network?;It means that each layer has its unique set of parameters, separate from other layers in the encoder and decoder.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;How can the feed-forward network be described in terms of convolutions?;Another way of describing the feed-forward network is as two convolutions with kernel size 1.;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What is the dimensionality of the input and output of the feed-forward network?;The dimensionality of the input and output of the feed-forward network is \(d_{\text{model}} = 512\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.3 Position-wise Feed-Forward Networks;What is the dimensionality of the inner-layer of the feed-forward network?;The inner-layer of the feed-forward network has dimensionality \(d_{\text{ff}} = 2048\).;Attention-Is-All-You-Need 3.3-Position-wise-Feed-Forward-Networks
Attention Is All You Need;3.4 Embeddings and Softmax;What are embeddings used for in sequence transduction models?;To convert input tokens and output tokens to vectors of dimension dmodel.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;How is the decoder output converted to predicted next-token probabilities?;Using a learned linear transformation and softmax function.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;How are the embedding layers and the pre-softmax linear transformation connected in the discussed model?;They share the same weight matrix.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;What happens to the weights in the embedding layers?;They are multiplied by dmodel.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;What is mentioned as a study in this text?;[24];Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;What approach is mentioned in this text?;Sharing the weight matrix between embedding layers and the pre-softmax linear transformation.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.4 Embeddings and Softmax;What is similar between the mentioned study and the approach?;The sharing of the weight matrix between embedding layers and the pre-softmax linear transformation.;Attention-Is-All-You-Need 3.4-Embeddings-and-Softmax
Attention Is All You Need;3.5 Positional Encoding;Why is encoding the order of the sequence necessary in a model without recurrence and convolution?;Since the model contains no recurrence and no convolution, the order of the sequence needs to be encoded.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What are "positional encodings" and where are they added?;"Positional encodings" are added to the input embeddings.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What does Table 1 in the text provide?;Table 1 provides information on maximum path lengths, per-layer complexity, and minimum number of sequential operations for different layer types.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What are the types of layers listed in Table 1?;The types of layers listed in Table 1 include self-attention, recurrent, convolutional, and restricted self-attention layers.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What does per-layer complexity refer to in Table 1?;Per-layer complexity refers to the complexity of each layer in Table 1.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What is the significance of the maximum path length mentioned in Table 1?;The maximum path length mentioned in Table 1 represents the longest path between nodes in a given layer.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;Where are positional encodings added?;Positional encodings are added to the bottoms of the encoder and decoder stacks.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What is the dimension of the positional encodings?;The positional encodings have the same dimension as the embeddings.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What are the choices for positional encodings?;There are choices of positional encodings, including learned and fixed options.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;How are sine and cosine functions used in the positional encoding?;Sine and cosine functions of different frequencies are used in the positional encoding.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What are the formulas for positional encodings?;The formulas for positional encodings are:;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What does each dimension of the positional encoding correspond to?;Each dimension of the positional encoding corresponds to a sinusoid with wavelengths forming a geometric progression.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What does the sinusoidal encoding allow the model to do?;The sinusoidal encoding allows the model to easily learn to attend by relative positions.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What were learned positional embeddings tested for?;Learned positional embeddings were tested for their effectiveness.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;What were the results when learned positional embeddings were tested?;Learned positional embeddings were found to produce similar results.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;3.5 Positional Encoding;Why was the sinusoidal version of positional embeddings chosen?;The sinusoidal version was chosen because it may allow the model to handle longer sequence lengths than encountered during training.;Attention-Is-All-You-Need 3.5-Positional-Encoding
Attention Is All You Need;4 Why Self-Attention;What does the introduction section of the text discuss?;The comparison between self-attention layers, recurrent layers, and convolutional layers.;Attention-Is-All-You-Need 4-Why-Self-Attention
Attention Is All You Need;4 Why Self-Attention;What is the purpose of these layers?;To map variable-length sequences to another sequence with equal length.;Attention-Is-All-You-Need 4-Why-Self-Attention
Attention Is All You Need;4 Why Self-Attention;What are the three desiderata considered for self-attention?;Computational complexity per layer, parallelizability, and path length between long-range dependencies in the network.;Attention-Is-All-You-Need 4-Why-Self-Attention
